timestamp, realtime, Left, Right
1956611, 2741, 2.896713, 2.600189
1956619, 2749, 2.887253, 2.594818
1956628, 2758, 2.87944, 2.589432
1956636, 2766, 2.879272, 2.592209
1956644, 2774, 2.869949, 2.58905
1956653, 2783, 2.868759, 2.591904
1956661, 2791, 2.847321, 2.589127
1956669, 2799, 2.847305, 2.588028
1956678, 2808, 2.865952, 2.589111
1956686, 2816, 2.865814, 2.591965
1956694, 2824, 2.869614, 2.594879
1956703, 2833, 2.792969, 2.593628
1956711, 2841, 2.839996, 2.581924
1956719, 2849, 2.783447, 2.567947
1956728, 2858, 2.915833, 2.576569
1956736, 2866, 2.895889, 2.534119
1956744, 2874, 2.919632, 2.546524
1956753, 2883, 2.83255, 2.547531
1956761, 2891, 2.868668, 2.592636
1956769, 2899, 2.971054, 2.572571
1956778, 2908, 2.782974, 2.591888
1956786, 2916, 2.787354, 2.594345
1956794, 2924, 2.910492, 2.604004
1956803, 2933, 2.842026, 2.578918
1956811, 2941, 2.913483, 2.711304
1956819, 2949, 2.896683, 2.650925
1956828, 2958, 2.890808, 2.599609
1956836, 2966, 2.883179, 2.571762
1956844, 2974, 2.890625, 2.57515
1956853, 2983, 2.903305, 2.517319
1956861, 2991, 2.814301, 2.537766
1956869, 2999, 2.843628, 2.505173
1956878, 3008, 2.81926, 2.566452
1956886, 3016, 2.838333, 2.582138
1956894, 3024, 2.845779, 2.535294
1956903, 3033, 2.882538, 2.549362
1956911, 3041, 2.883957, 2.548004
1956919, 3049, 2.847, 2.557312
1956928, 3058, 2.853165, 2.542435
1956936, 3066, 2.860321, 2.523468
1956944, 3074, 2.822083, 2.643936
1956953, 3083, 2.850449, 2.544067
1956961, 3091, 2.882828, 2.54422
1956969, 3099, 2.781555, 2.603912
1956978, 3108, 2.865967, 2.514648
1956986, 3116, 2.785751, 2.46817
1956994, 3124, 2.832947, 2.560059
1957003, 3133, 2.799911, 2.493088
1957011, 3141, 2.800797, 2.544449
1957019, 3149, 2.858826, 2.629715
1957028, 3158, 2.800385, 2.554138
1957036, 3166, 2.84729, 2.547516
1957044, 3174, 2.877991, 2.536133
1957053, 3183, 2.946136, 2.543869
1957061, 3191, 2.87677, 2.532913
1957069, 3199, 2.808945, 2.520508
1957078, 3208, 2.832031, 2.556946
1957086, 3216, 2.857941, 2.525345
1957094, 3224, 2.652847, 2.50296
1957103, 3233, 2.892624, 2.586227
1957111, 3241, 2.881958, 2.566437
1957119, 3249, 2.799088, 2.525436
1957128, 3258, 2.909927, 2.559662
1957136, 3266, 2.853256, 2.554932
1957144, 3274, 2.827728, 2.566803
1957153, 3283, 2.814896, 2.55246
1957161, 3291, 2.769897, 2.553436
1957169, 3299, 2.789032, 2.551895
1957178, 3308, 2.791046, 2.541367
1957186, 3316, 2.798904, 2.547012
1957194, 3324, 2.78125, 2.610321
1957203, 3333, 2.802048, 2.581955
1957211, 3341, 2.851257, 2.592621
1957219, 3349, 2.834656, 2.535522
1957228, 3358, 2.761108, 2.561188
1957236, 3366, 2.785278, 2.495193
1957244, 3374, 2.763672, 2.542892
1957253, 3383, 2.748123, 2.588867
1957261, 3391, 2.809296, 2.560944
1957269, 3399, 2.792603, 2.523651
1957278, 3408, 2.776459, 2.536499
1957286, 3416, 2.767288, 2.572723
1957294, 3424, 2.773682, 2.54451
1957303, 3433, 2.778809, 2.560181
1957311, 3441, 2.772583, 2.557938
1957319, 3449, 2.77858, 2.556046
1957328, 3458, 2.782623, 2.54129
1957336, 3466, 2.778015, 2.553589
1957344, 3474, 2.801102, 2.536606
1957353, 3483, 2.698975, 2.547226
1957361, 3491, 2.819748, 2.429459
1957369, 3499, 2.752197, 2.531189
1957378, 3508, 2.836319, 2.521988
1957386, 3516, 2.818161, 2.484085
1957394, 3524, 2.697632, 2.509476
1957403, 3533, 2.755356, 2.524063
1957411, 3541, 2.8134, 2.509933
1957419, 3549, 2.79216, 2.538956
1957428, 3558, 2.791885, 2.50621
1957436, 3566, 2.781708, 2.486389
1957444, 3574, 2.792831, 2.539017
1957453, 3583, 2.804398, 2.534561
1957461, 3591, 2.796112, 2.469528
1957469, 3599, 2.777985, 2.455246
1957478, 3608, 2.738632, 2.483139
1957486, 3616, 2.726013, 2.511917
1957494, 3624, 2.699844, 2.41597
1957503, 3633, 2.693512, 2.490662
1957511, 3641, 2.788712, 2.454834
1957519, 3649, 2.741074, 2.467514
1957528, 3658, 2.644257, 2.430588
1957536, 3666, 2.684296, 2.410416
1957544, 3674, 2.673325, 2.414154
1957553, 3683, 2.684402, 2.442917
1957561, 3691, 2.694855, 2.422073
1957569, 3699, 2.790405, 2.409149
1957578, 3708, 2.684555, 2.41571
1957586, 3716, 2.706985, 2.39621
1957594, 3724, 2.703247, 2.510986
1957603, 3733, 2.715637, 2.480728
1957611, 3741, 2.702713, 2.468079
1957619, 3749, 2.71553, 2.45961
1957628, 3758, 2.702301, 2.451401
1957636, 3766, 2.715622, 2.444946
1957644, 3774, 2.728424, 2.350128
1957653, 3783, 2.715439, 2.37944
1957661, 3791, 2.702209, 2.415543
1957669, 3799, 2.715607, 2.427048
1957678, 3808, 2.702255, 2.415344
1957686, 3816, 2.71051, 2.426407
1957694, 3824, 2.723602, 2.401108
1957702, 3832, 2.690857, 2.376572
1957711, 3841, 2.72171, 2.404022
1957719, 3849, 2.672943, 2.356735
1957727, 3857, 2.78064, 2.433838
1957736, 3866, 2.684006, 2.41127
1957744, 3874, 2.730804, 2.481339
1957752, 3882, 2.724045, 2.420944
1957761, 3891, 2.727798, 2.428528
1957769, 3899, 2.724747, 2.442047
1957777, 3907, 2.721542, 2.442993
1957786, 3916, 2.671783, 2.445343
1957794, 3924, 2.719131, 2.455444
1957802, 3932, 2.694214, 2.466644
1957811, 3941, 2.674866, 2.514236
1957819, 3949, 2.751801, 2.55188
1957827, 3957, 2.75354, 2.523849
1957836, 3966, 2.655334, 2.492905
1957844, 3974, 2.66214, 2.470459
1957852, 3982, 2.721008, 2.579941
1957861, 3991, 2.7034, 2.561279
1957869, 3999, 2.701569, 2.52597
1957877, 4007, 2.753815, 2.486053
1957886, 4016, 2.662994, 2.487228
1957894, 4024, 2.631668, 2.494629
1957902, 4032, 2.683731, 2.488297
1957911, 4041, 2.675507, 2.41687
1957919, 4049, 2.682144, 2.511765
1957927, 4057, 2.684677, 2.460541
1957936, 4066, 2.67038, 2.426254
1957944, 4074, 2.664871, 2.413559
1957952, 4082, 2.603271, 2.494507
1957961, 4091, 2.638794, 2.483047
1957969, 4099, 2.673447, 2.458298
1957977, 4107, 2.649521, 2.433228
1957986, 4116, 2.642624, 2.420013
1957994, 4124, 2.659927, 2.425537
1958002, 4132, 2.587418, 2.417007
1958011, 4141, 2.685913, 2.42482
1958019, 4149, 2.706512, 2.428314
1958027, 4157, 2.685074, 2.425262
1958036, 4166, 2.667267, 2.428116
1958044, 4174, 2.649429, 2.431259
1958052, 4182, 2.634933, 2.438354
1958061, 4191, 2.619827, 2.445877
1958069, 4199, 2.618362, 2.438278
1958077, 4207, 2.617126, 2.485352
1958086, 4216, 2.612015, 2.462982
1958094, 4224, 2.61673, 2.472107
1958102, 4232, 2.616928, 2.554123
1958111, 4241, 2.68222, 2.530365
1958119, 4249, 2.617874, 2.506531
1958127, 4257, 2.674088, 2.477753
1958136, 4266, 2.675323, 2.506409
1958144, 4274, 2.638245, 2.506027
1958152, 4282, 2.728073, 2.518326
1958161, 4291, 2.607758, 2.481232
1958169, 4299, 2.593857, 2.505646
1958177, 4307, 2.637344, 2.510544
1958186, 4316, 2.646973, 2.503128
1958194, 4324, 2.766937, 2.434814
1958202, 4332, 2.630905, 2.323334
1958211, 4341, 2.672028, 2.409302
1958219, 4349, 2.579132, 2.495728
1958227, 4357, 2.688843, 2.421646
1958236, 4366, 2.576035, 2.499329
1958244, 4374, 2.624603, 2.498016
1958252, 4382, 2.672882, 2.487808
1958261, 4391, 2.6427, 2.447403
1958269, 4399, 2.65596, 2.43602
1958277, 4407, 2.664566, 2.441177
1958286, 4416, 2.663925, 2.432312
1958294, 4424, 2.66008, 2.439545
1958302, 4432, 2.664169, 2.433655
1958311, 4441, 2.660629, 2.427979
1958319, 4449, 2.663757, 2.42717
1958327, 4457, 2.668594, 2.427078
1958336, 4466, 2.666931, 2.430222
1958344, 4474, 2.670044, 2.426651
1958352, 4482, 2.672836, 2.430405
1958361, 4491, 2.673126, 2.433517
1958369, 4499, 2.673141, 2.430145
1958377, 4507, 2.67247, 2.433609
1958386, 4516, 2.676743, 2.433472
1958394, 4524, 2.678452, 2.433044
1958402, 4532, 2.678207, 2.426315
1958411, 4541, 2.65802, 2.426727
1958419, 4549, 2.730652, 2.426178
1958427, 4557, 2.7612, 2.445313
1958436, 4566, 2.768982, 2.422592
1958444, 4574, 2.757965, 2.425812
1958452, 4582, 2.6763, 2.429611
1958461, 4591, 2.662292, 2.441452
1958469, 4599, 2.698242, 2.418045
1958477, 4607, 2.729889, 2.415237
1958486, 4616, 2.691635, 2.417953
1958494, 4624, 2.686951, 2.378754
1958502, 4632, 2.701721, 2.416519
1958511, 4641, 2.712173, 2.431442
1958519, 4649, 2.710632, 2.435608
1958527, 4657, 2.700073, 2.447632
1958536, 4666, 2.753342, 2.426773
1958544, 4674, 2.72052, 2.405243
1958552, 4682, 2.752029, 2.420898
1958561, 4691, 2.762924, 2.466415
1958569, 4699, 2.712128, 2.382935
1958577, 4707, 2.755905, 2.438232
1958586, 4716, 2.780975, 2.450104
1958594, 4724, 2.763779, 2.439468
1958602, 4732, 2.730362, 2.410965
1958611, 4741, 2.633759, 2.591888
1958619, 4749, 2.684311, 2.521164
1958627, 4757, 2.725571, 2.464462
1958636, 4766, 2.689682, 2.555893
1958644, 4774, 2.694275, 2.535156
1958652, 4782, 2.708862, 2.530273
1958661, 4791, 2.7229, 2.522385
1958669, 4799, 2.713181, 2.513977
1958677, 4807, 2.722336, 2.518997
1958686, 4816, 2.712982, 2.51387
1958694, 4824, 2.703659, 2.518845
1958702, 4832, 2.699844, 2.513641
1958711, 4841, 2.695557, 2.538315
1958719, 4849, 2.714172, 2.461777
1958727, 4857, 2.684296, 2.394653
1958736, 4866, 2.727722, 2.441711
1958744, 4874, 2.681732, 2.383972
1958752, 4882, 2.682541, 2.395447
1958761, 4891, 2.674667, 2.416092
1958769, 4899, 2.667267, 2.390289
1958777, 4907, 2.673599, 2.402969
1958786, 4916, 2.680313, 2.415924
1958794, 4924, 2.680969, 2.427063
1958802, 4932, 2.681854, 2.417145
1958811, 4941, 2.695419, 2.421463
1958819, 4949, 2.681839, 2.425797
1958827, 4957, 2.695251, 2.422821
1958836, 4966, 2.708344, 2.428024
1958844, 4974, 2.573135, 2.478943
1958852, 4982, 2.657104, 2.585526
1958861, 4991, 2.684677, 2.58226
1958869, 4999, 2.722961, 2.579361
1958877, 5007, 2.744934, 2.551727
1958886, 5016, 2.711578, 2.524475
1958894, 5024, 2.737579, 2.551666
1958902, 5032, 2.745575, 2.552765
1958911, 5041, 2.748581, 2.538269
1958919, 5049, 2.748993, 2.552933
1958927, 5057, 2.749512, 2.54715
1958936, 5066, 2.749451, 2.519592
1958944, 5074, 2.749878, 2.606201
1958952, 5082, 2.75206, 2.507797
1958961, 5091, 2.753876, 2.475281
1958969, 5099, 2.756973, 2.528717
1958977, 5107, 2.75415, 2.563278
1958986, 5116, 2.754623, 2.516937
1958994, 5124, 2.7547, 2.533783
1959002, 5132, 2.754288, 2.520691
1959011, 5141, 2.754456, 2.507843
1959019, 5149, 2.777206, 2.519058
1959027, 5157, 2.7715, 2.506699
1959036, 5166, 2.771393, 2.498413
1959044, 5174, 2.777679, 2.507675
1959052, 5182, 2.783463, 2.515182
1959061, 5191, 2.783524, 2.508484
1959069, 5199, 2.776352, 2.516022
1959077, 5207, 2.776169, 2.509125
1959086, 5216, 2.771881, 2.506592
1959094, 5224, 2.771774, 2.504272
1959102, 5232, 2.775986, 2.491684
1959111, 5241, 2.78775, 2.491791
1959119, 5249, 2.782562, 2.430099
1959127, 5257, 2.791473, 2.465561
1959136, 5266, 2.791245, 2.490448
1959144, 5274, 2.821365, 2.455551
1959152, 5282, 2.834, 2.478058
1959161, 5291, 2.794006, 2.463531
1959169, 5299, 2.772995, 2.449234
1959177, 5307, 2.78894, 2.463943
1959186, 5316, 2.772629, 2.449677
1959194, 5324, 2.763077, 2.463577
1959202, 5332, 2.758728, 2.477829
1959211, 5341, 2.75177, 2.463715
1959219, 5349, 2.74556, 2.449677
1959227, 5357, 2.744171, 2.385666
1959235, 5365, 2.745209, 2.52681
1959244, 5374, 2.7491, 2.51828
1959252, 5382, 2.701218, 2.370651
1959260, 5390, 2.706329, 2.444534
1959269, 5399, 2.711807, 2.405701
1959277, 5407, 2.722, 2.444504
1959285, 5415, 2.709808, 2.459244
1959294, 5424, 2.744736, 2.417618
1959302, 5432, 2.693176, 2.473404
1959310, 5440, 2.752258, 2.408661
1959319, 5449, 2.720398, 2.339645
1959327, 5457, 2.772064, 2.35878
1959335, 5465, 2.767578, 2.377914
1959344, 5474, 2.767197, 2.401627
1959352, 5482, 2.758301, 2.378357
1959360, 5490, 2.749435, 2.376923
1959369, 5499, 2.723251, 2.339981
1959377, 5507, 2.712952, 2.367935
1959385, 5515, 2.692322, 2.383575
1959394, 5524, 2.704346, 2.351715
1959402, 5532, 2.708237, 2.357407
1959410, 5540, 2.703415, 2.344559
1959419, 5549, 2.700607, 2.330276
1959427, 5557, 2.698029, 2.402084
1959435, 5565, 2.69838, 2.416733
1959444, 5574, 2.698822, 2.362488
1959452, 5582, 2.698349, 2.341217
1959460, 5590, 2.697876, 2.358505
1959469, 5599, 2.696381, 2.339035
1959477, 5607, 2.814636, 2.358032
1959485, 5615, 2.745087, 2.363663
1959494, 5624, 2.590118, 2.368408
1959502, 5632, 2.766434, 2.310715
1959510, 5640, 2.782074, 2.352615
1959519, 5649, 2.682678, 2.389465
1959527, 5657, 2.643555, 2.377579
1959535, 5665, 2.625916, 2.394882
1959544, 5674, 2.711288, 2.447189
1959552, 5682, 2.695038, 2.478088
1959560, 5690, 2.706314, 2.435898
1959569, 5699, 2.695282, 2.358154
1959577, 5707, 2.686005, 2.432175
1959585, 5715, 2.695389, 2.435806
1959594, 5724, 2.686172, 2.431808
1959602, 5732, 2.680222, 2.433807
1959610, 5740, 2.687775, 2.431885
1959619, 5749, 2.695831, 2.427979
1959627, 5757, 2.650375, 2.449295
1959635, 5765, 2.708817, 2.411621
1959644, 5774, 2.688965, 2.342896
1959652, 5782, 2.677353, 2.368713
1959660, 5790, 2.719208, 2.411469
1959669, 5799, 2.621597, 2.377197
1959677, 5807, 2.639954, 2.441452
1959685, 5815, 2.674774, 2.382202
1959694, 5824, 2.656357, 2.37793
1959702, 5832, 2.621994, 2.353638
1959710, 5840, 2.655197, 2.36261
1959719, 5849, 2.677109, 2.370621
1959727, 5857, 2.655609, 2.362289
